date,city_code,tmv_city_crores,company,ms_pct
1-Mar-22,600001,178.16,Aiirtel,24.17
1-Mar-22,500001,158.83,Aiirtel,31.95
1-Mar-22,411001,150.93,Aiirtel,28.19
1-Mar-22,380001,117.59,Aiirtel,20.42
1-Mar-22,302001,84.44,Aiirtel,26.67
1-Mar-22,226001,72.21,Aiirtel,24.99
1-Mar-22,800008,59.58,Aiirtel,25.96
1-Mar-22,641001,53.67,Aiirtel,18.31
1-Mar-22,160017,39.07,Aiirtel,26
1-Mar-22,122001,29.79,Aiirtel,31
1-Mar-22,492001,18.74,Aiirtel,25.32
1-Apr-22,400001,324.26,Aiirtel,28.26
1-Apr-22,110001,273.63,Aiirtel,30.41
1-Apr-22,700001,251.67,Aiirtel,27
1-Apr-22,560001,221.33,Aiirtel,26.36
1-Apr-22,600001,188.91,Aiirtel,32.23
1-Apr-22,500001,168.41,Aiirtel,29.48
1-Apr-22,411001,160.04,Aiirtel,19.73
1-Apr-22,380001,124.68,Aiirtel,28.14
1-Apr-22,302001,89.54,Aiirtel,30.37
1-Apr-22,226001,76.57,Aiirtel,27.86
1-Apr-22,800008,63.18,Aiirtel,28.65
1-Apr-22,641001,56.9,Aiirtel,28.8
1-Apr-22,160017,41.42,Aiirtel,17.34
1-Apr-22,122001,31.59,Aiirtel,25.59
1-Apr-22,492001,19.87,Aiirtel,23.98
1-Jun-22,400001,308,Aiirtel,25.79
1-Jun-22,110001,253.61,Aiirtel,29.72
1-Jun-22,700001,235.88,Aiirtel,28.19
1-Jun-22,560001,211.24,Aiirtel,34.45
1-Jun-22,600001,174.99,Aiirtel,31.83
1-Jun-22,500001,157.64,Aiirtel,31.38
1-Jun-22,411001,152.13,Aiirtel,34.69
1-Jun-22,380001,115.47,Aiirtel,30.83
1-Jun-22,302001,85.72,Aiirtel,18.84
1-Jun-22,226001,73.7,Aiirtel,33.05
1-Jun-22,800008,60.5,Aiirtel,20.51
1-Jun-22,641001,53.6,Aiirtel,30.84
1-Jun-22,160017,39.02,Aiirtel,33.35
1-Jun-22,122001,30.35,Aiirtel,27.73
1-Jun-22,492001,18.92,Aiirtel,20.64
1-Jul-22,400001,348.85,Aiirtel,27.91
1-Jul-22,110001,287.25,Aiirtel,31
1-Jul-22,700001,267.16,Aiirtel,31.46
1-Jul-22,560001,239.26,Aiirtel,31
1-Jul-22,600001,198.2,Aiirtel,22.28
1-Jul-22,500001,178.56,Aiirtel,23.92
1-Jul-22,411001,172.31,Aiirtel,33.14
1-Jul-22,380001,130.79,Aiirtel,27.73
1-Jul-22,302001,97.09,Aiirtel,32.48
1-Jul-22,226001,83.47,Aiirtel,17.9
1-Jul-22,800008,68.52,Aiirtel,32.24
1-Jul-22,641001,60.71,Aiirtel,29.72
1-Jul-22,160017,44.19,Aiirtel,29.83
1-Jul-22,122001,34.37,Aiirtel,20.51
1-Jul-22,492001,21.43,Aiirtel,27.41
1-Aug-22,400001,333.45,Aiirtel,32.63
1-Aug-22,110001,274.57,Aiirtel,32.43
1-Aug-22,700001,255.37,Aiirtel,20.01
1-Aug-22,560001,228.7,Aiirtel,28.48
1-Aug-22,600001,189.45,Aiirtel,24.5
1-Aug-22,500001,170.67,Aiirtel,32.33
1-Aug-22,411001,164.7,Aiirtel,28.62
1-Aug-22,380001,125.02,Aiirtel,20.76
1-Aug-22,302001,92.8,Aiirtel,27.06
1-Aug-22,226001,79.79,Aiirtel,25.32
1-Aug-22,800008,65.5,Aiirtel,26.26
1-Aug-22,641001,58.03,Aiirtel,18.68
1-Aug-22,160017,42.24,Aiirtel,26.35
1-Aug-22,122001,32.85,Aiirtel,31.41
1-Aug-22,492001,20.48,Aiirtel,25.61
1-Sep-22,400001,349.97,Aiirtel,28.82
1-Sep-22,110001,288.17,Aiirtel,31.02
1-Sep-22,700001,268.02,Aiirtel,27.51
1-Sep-22,560001,240.03,Aiirtel,26.86
1-Sep-22,600001,198.83,Aiirtel,32.84
1-Sep-22,500001,179.13,Aiirtel,29.95
1-Sep-22,411001,172.86,Aiirtel,20.34
1-Sep-22,380001,131.21,Aiirtel,28.71
1-Sep-22,302001,97.4,Aiirtel,30.93
1-Sep-22,226001,83.74,Aiirtel,28.36
1-Sep-22,800008,68.74,Aiirtel,29.16
1-Sep-22,641001,60.9,Aiirtel,29.26
1-Sep-22,160017,44.33,Aiirtel,17.81
1-Sep-22,122001,34.48,Aiirtel,26.09
1-Sep-22,492001,21.5,Aiirtel,24.4
1-Jan-22,400001,286.29,Lio,33.96
1-Jan-22,110001,241.59,Lio,35.77
1-Jan-22,700001,222.19,Lio,38.08
1-Jan-22,560001,195.41,Lio,33.01
1-Jan-22,600001,166.78,Lio,35.89
1-Jan-22,500001,148.68,Lio,34.05
1-Jan-22,411001,141.3,Lio,31.34
1-Jan-22,380001,110.08,Lio,32.08
1-Jan-22,302001,79.05,Lio,34.92
1-Jan-22,226001,67.6,Lio,31.28
1-Jan-22,800008,55.78,Lio,34.18
1-Jan-22,641001,50.24,Lio,36.64
1-Jan-22,160017,36.57,Lio,32.49
1-Jan-22,122001,27.89,Lio,35.33
1-Jan-22,492001,17.55,Lio,36.4
1-Feb-22,400001,328.6,Lio,36.83
1-Feb-22,110001,277.3,Lio,34.01
1-Feb-22,700001,255.04,Lio,36.01
1-Feb-22,560001,224.3,Lio,32.01
1-Feb-22,600001,191.44,Lio,31.77
1-Feb-22,500001,170.66,Lio,38.65
1-Feb-22,411001,162.18,Lio,33.9
1-Feb-22,380001,126.35,Lio,39.9
1-Feb-22,302001,90.74,Lio,33.52
1-Feb-22,226001,77.59,Lio,36.25
1-Feb-22,800008,64.02,Lio,31.56
1-Feb-22,641001,57.66,Lio,33.12
1-Feb-22,160017,41.98,Lio,35.37
1-Feb-22,122001,32.01,Lio,33.47
1-Feb-22,492001,20.14,Lio,35.36
1-Mar-22,400001,305.81,Lio,30.23
1-Mar-22,110001,258.07,Lio,33.16
1-Mar-22,700001,237.35,Lio,35.97
1-Mar-22,560001,208.74,Lio,33.78
1-Mar-22,600001,178.16,Lio,39.75
1-Mar-22,500001,158.83,Lio,32.13
1-Mar-22,411001,150.93,Lio,31.64
1-Mar-22,380001,117.59,Lio,37.88
1-Mar-22,302001,84.44,Lio,36.97
1-Mar-22,226001,72.21,Lio,37.79
1-Mar-22,800008,59.58,Lio,39.39
1-Mar-22,641001,53.67,Lio,32.85
1-Mar-22,160017,39.07,Lio,35.12
1-Mar-22,122001,29.79,Lio,33.91
1-Mar-22,492001,18.74,Lio,39.01
1-Apr-22,400001,324.26,Lio,32.22
1-Apr-22,110001,273.63,Lio,35.81
1-Apr-22,700001,251.67,Lio,38.01
1-Apr-22,560001,221.33,Lio,35.26
1-Apr-22,600001,188.91,Lio,33.15
1-Apr-22,500001,168.41,Lio,36.01
1-Apr-22,411001,160.04,Lio,37.08
1-Apr-22,380001,124.68,Lio,35.13
1-Apr-22,302001,89.54,Lio,33.23
1-Apr-22,226001,76.57,Lio,37.19
1-Apr-22,800008,63.18,Lio,35.35
1-Apr-22,641001,56.9,Lio,37.29
1-Apr-22,160017,41.42,Lio,40.37
1-Apr-22,122001,31.59,Lio,36.74
1-Apr-22,492001,19.87,Lio,37.27
1-Jun-22,400001,308,Lio,34.41
1-Jun-22,110001,253.61,Lio,36.23
1-Jun-22,700001,235.88,Lio,38.55
1-Jun-22,560001,211.24,Lio,33.48
1-Jun-22,600001,174.99,Lio,36.33
1-Jun-22,500001,157.64,Lio,34.55
1-Jun-22,411001,152.13,Lio,31.69
1-Jun-22,380001,115.47,Lio,32.48
1-Jun-22,302001,85.72,Lio,35.62
1-Jun-22,226001,73.7,Lio,31.61
1-Jun-22,800008,60.5,Lio,34.75
1-Jun-22,641001,53.6,Lio,37.01
1-Jun-22,160017,39.02,Lio,32.86
1-Jun-22,122001,30.35,Lio,35.74
1-Jun-22,492001,18.92,Lio,37
1-Jul-22,400001,348.85,Lio,37.49
1-Jul-22,110001,287.25,Lio,34.72
1-Jul-22,700001,267.16,Lio,36.53
1-Jul-22,560001,239.26,Lio,32.7
1-Jul-22,600001,198.2,Lio,32.68
1-Jul-22,500001,178.56,Lio,39.39
1-Jul-22,411001,172.31,Lio,34.49
1-Jul-22,380001,130.79,Lio,40.6
1-Jul-22,302001,97.09,Lio,34.13
1-Jul-22,226001,83.47,Lio,37.45
1-Jul-22,800008,68.52,Lio,32.16
1-Jul-22,641001,60.71,Lio,33.83
1-Jul-22,160017,44.19,Lio,35.9
1-Jul-22,122001,34.37,Lio,34.54
1-Jul-22,492001,21.43,Lio,36.04
1-Aug-22,400001,333.45,Lio,30.69
1-Aug-22,110001,274.57,Lio,33.63
1-Aug-22,700001,255.37,Lio,36.64
1-Aug-22,560001,228.7,Lio,34.2
1-Aug-22,600001,189.45,Lio,40.3
1-Aug-22,500001,170.67,Lio,32.52
1-Aug-22,411001,164.7,Lio,32.12
1-Aug-22,380001,125.02,Lio,38.5
1-Aug-22,302001,92.8,Lio,37.51
1-Aug-22,226001,79.79,Lio,38.28
1-Aug-22,800008,65.5,Lio,39.85
1-Aug-22,641001,58.03,Lio,33.52
1-Aug-22,160017,42.24,Lio,35.59
1-Aug-22,122001,32.85,Lio,34.36
1-Aug-22,492001,20.48,Lio,39.46
1-Sep-22,400001,349.97,Lio,32.86
1-Sep-22,110001,288.17,Lio,36.53
1-Sep-22,700001,268.02,Lio,38.73
1-Sep-22,560001,240.03,Lio,35.93
1-Sep-22,600001,198.83,Lio,33.77
1-Sep-22,500001,179.13,Lio,36.59
1-Sep-22,411001,172.86,Lio,38.23
1-Sep-22,380001,131.21,Lio,35.84
1-Sep-22,302001,97.4,Lio,33.85
1-Sep-22,226001,83.74,Lio,37.85
1-Sep-22,800008,68.74,Lio,35.98
1-Sep-22,641001,60.9,Lio,37.88
1-Sep-22,160017,44.33,Lio,41.46
1-Sep-22,122001,34.48,Lio,37.46
1-Sep-22,492001,21.5,Lio,37.92
1-Jan-22,400001,286.29,DADAFONE,11.87
1-Jan-22,110001,241.59,DADAFONE,10.64
1-Jan-22,700001,222.19,DADAFONE,9.53
1-Jan-22,560001,195.41,DADAFONE,8.42
1-Jan-22,600001,166.78,DADAFONE,7.17
1-Jan-22,500001,148.68,DADAFONE,8.67
1-Jan-22,411001,141.3,DADAFONE,8.76
1-Jan-22,380001,110.08,DADAFONE,11.88
1-Jan-22,302001,79.05,DADAFONE,12.19
1-Jan-22,226001,67.6,DADAFONE,13.12
1-Jan-22,800008,55.78,DADAFONE,12.14
1-Jan-22,641001,50.24,DADAFONE,8.24
1-Jan-22,160017,36.57,DADAFONE,8.37
1-Jan-22,122001,27.89,DADAFONE,10.22
1-Jan-22,492001,17.55,DADAFONE,12.36
1-Feb-22,400001,328.6,DADAFONE,11.47
1-Feb-22,110001,277.3,DADAFONE,8.9
1-Feb-22,700001,255.04,DADAFONE,9.77
1-Feb-22,560001,224.3,DADAFONE,9.27
1-Feb-22,600001,191.44,DADAFONE,9.4
1-Feb-22,500001,170.66,DADAFONE,11.52
1-Feb-22,411001,162.18,DADAFONE,8.39
1-Feb-22,380001,126.35,DADAFONE,8.48
1-Feb-22,302001,90.74,DADAFONE,11.18
1-Feb-22,226001,77.59,DADAFONE,8.94
1-Feb-22,800008,64.02,DADAFONE,10.87
1-Feb-22,641001,57.66,DADAFONE,9.68
1-Feb-22,160017,41.98,DADAFONE,11.25
1-Feb-22,122001,32.01,DADAFONE,8.69
1-Feb-22,492001,20.14,DADAFONE,10.25
1-Mar-22,400001,305.81,DADAFONE,11.66
1-Mar-22,110001,258.07,DADAFONE,7.72
1-Mar-22,700001,237.35,DADAFONE,8.88
1-Mar-22,560001,208.74,DADAFONE,11.17
1-Mar-22,600001,178.16,DADAFONE,12.83
1-Mar-22,500001,158.83,DADAFONE,11.53
1-Mar-22,411001,150.93,DADAFONE,12.37
1-Mar-22,380001,117.59,DADAFONE,10.09
1-Mar-22,302001,84.44,DADAFONE,10.65
1-Mar-22,226001,72.21,DADAFONE,8.7
1-Mar-22,800008,59.58,DADAFONE,10.49
1-Mar-22,641001,53.67,DADAFONE,8.22
1-Mar-22,160017,39.07,DADAFONE,10.5
1-Mar-22,122001,29.79,DADAFONE,8.08
1-Mar-22,492001,18.74,DADAFONE,9.49
1-Apr-22,400001,324.26,DADAFONE,12.18
1-Apr-22,110001,273.63,DADAFONE,9.46
1-Apr-22,700001,251.67,DADAFONE,9.18
1-Apr-22,560001,221.33,DADAFONE,11.46
1-Apr-22,600001,188.91,DADAFONE,9.52
1-Apr-22,500001,168.41,DADAFONE,9.09
1-Apr-22,411001,160.04,DADAFONE,8.02
1-Apr-22,380001,124.68,DADAFONE,10.89
1-Apr-22,302001,89.54,DADAFONE,12.47
1-Apr-22,226001,76.57,DADAFONE,11.29
1-Apr-22,800008,63.18,DADAFONE,11.54
1-Apr-22,641001,56.9,DADAFONE,11.35
1-Apr-22,160017,41.42,DADAFONE,9.82
1-Apr-22,122001,31.59,DADAFONE,10.52
1-Apr-22,492001,19.87,DADAFONE,12.31
1-Jun-22,400001,308,DADAFONE,12.03
1-Jun-22,110001,253.61,DADAFONE,10.78
1-Jun-22,700001,235.88,DADAFONE,9.65
1-Jun-22,560001,211.24,DADAFONE,8.54
1-Jun-22,600001,174.99,DADAFONE,7.26
1-Jun-22,500001,157.64,DADAFONE,8.8
1-Jun-22,411001,152.13,DADAFONE,8.86
1-Jun-22,380001,115.47,DADAFONE,12.03
1-Jun-22,302001,85.72,DADAFONE,12.43
1-Jun-22,226001,73.7,DADAFONE,13.26
1-Jun-22,800008,60.5,DADAFONE,12.34
1-Jun-22,641001,53.6,DADAFONE,8.32
1-Jun-22,160017,39.02,DADAFONE,8.47
1-Jun-22,122001,30.35,DADAFONE,10.34
1-Jun-22,492001,18.92,DADAFONE,12.56
1-Jul-22,400001,348.85,DADAFONE,11.67
1-Jul-22,110001,287.25,DADAFONE,9.09
1-Jul-22,700001,267.16,DADAFONE,9.91
1-Jul-22,560001,239.26,DADAFONE,9.47
1-Jul-22,600001,198.2,DADAFONE,9.67
1-Jul-22,500001,178.56,DADAFONE,11.74
1-Jul-22,411001,172.31,DADAFONE,8.54
1-Jul-22,380001,130.79,DADAFONE,8.63
1-Jul-22,302001,97.09,DADAFONE,11.38
1-Jul-22,226001,83.47,DADAFONE,9.24
1-Jul-22,800008,68.52,DADAFONE,11.08
1-Jul-22,641001,60.71,DADAFONE,9.89
1-Jul-22,160017,44.19,DADAFONE,11.42
1-Jul-22,122001,34.37,DADAFONE,8.97
1-Jul-22,492001,21.43,DADAFONE,10.45
1-Aug-22,400001,333.45,DADAFONE,11.84
1-Aug-22,110001,274.57,DADAFONE,7.83
1-Aug-22,700001,255.37,DADAFONE,9.05
1-Aug-22,560001,228.7,DADAFONE,11.31
1-Aug-22,600001,189.45,DADAFONE,13.01
1-Aug-22,500001,170.67,DADAFONE,11.67
1-Aug-22,411001,164.7,DADAFONE,12.56
1-Aug-22,380001,125.02,DADAFONE,10.26
1-Aug-22,302001,92.8,DADAFONE,10.81
1-Aug-22,226001,79.79,DADAFONE,8.81
1-Aug-22,800008,65.5,DADAFONE,10.61
1-Aug-22,641001,58.03,DADAFONE,8.39
1-Aug-22,160017,42.24,DADAFONE,10.64
1-Aug-22,122001,32.85,DADAFONE,8.19
1-Aug-22,492001,20.48,DADAFONE,9.6
1-Sep-22,400001,349.97,DADAFONE,12.42
1-Sep-22,110001,288.17,DADAFONE,9.65
1-Sep-22,700001,268.02,DADAFONE,9.35
1-Sep-22,560001,240.03,DADAFONE,11.68
1-Sep-22,600001,198.83,DADAFONE,9.7
1-Sep-22,500001,179.13,DADAFONE,9.24
1-Sep-22,411001,172.86,DADAFONE,8.27
1-Sep-22,380001,131.21,DADAFONE,11.11
1-Sep-22,302001,97.4,DADAFONE,12.7
1-Sep-22,226001,83.74,DADAFONE,11.49
1-Sep-22,800008,68.74,DADAFONE,11.74
1-Sep-22,641001,60.9,DADAFONE,11.53
1-Sep-22,160017,44.33,DADAFONE,10.09
1-Sep-22,122001,34.48,DADAFONE,10.73
1-Sep-22,492001,21.5,DADAFONE,12.52
1-Jan-22,400001,286.29,Others,7.52
1-Jan-22,110001,241.59,Others,6.57
1-Jan-22,700001,222.19,Others,7.93
1-Jan-22,560001,195.41,Others,5.46
1-Jan-22,600001,166.78,Others,7.03
1-Jan-22,500001,148.68,Others,7.35
1-Jan-22,411001,141.3,Others,8.45
1-Jan-22,380001,110.08,Others,6.54
1-Jan-22,302001,79.05,Others,6.32
1-Jan-22,226001,67.6,Others,5.35
1-Jan-22,800008,55.78,Others,7.36
1-Jan-22,641001,50.24,Others,9.02
1-Jan-22,160017,36.57,Others,8.81
1-Jan-22,122001,27.89,Others,7.97
1-Jan-22,492001,17.55,Others,6.58
1-Feb-22,400001,328.6,Others,5.66
1-Feb-22,110001,277.3,Others,7.19
1-Feb-22,700001,255.04,Others,7.72
1-Feb-22,560001,224.3,Others,7.4
1-Feb-22,600001,191.44,Others,7.97
1-Feb-22,500001,170.66,Others,6.16
1-Feb-22,411001,162.18,Others,7.47
1-Feb-22,380001,126.35,Others,8.04
1-Feb-22,302001,90.74,Others,6.13
1-Feb-22,226001,77.59,Others,5.55
1-Feb-22,800008,64.02,Others,7.63
1-Feb-22,641001,57.66,Others,7.4
1-Feb-22,160017,41.98,Others,8.88
1-Feb-22,122001,32.01,Others,8.45
1-Feb-22,492001,20.14,Others,6.51
1-Mar-22,400001,305.81,Others,7.24
1-Mar-22,110001,258.07,Others,8.17
1-Mar-22,700001,237.35,Others,7.15
1-Mar-22,560001,208.74,Others,6.86
1-Mar-22,600001,178.16,Others,6.13
1-Mar-22,500001,158.83,Others,6.79
1-Mar-22,411001,150.93,Others,7.37
1-Mar-22,380001,117.59,Others,6.99
1-Mar-22,302001,84.44,Others,5.46
1-Mar-22,226001,72.21,Others,7.84
1-Mar-22,800008,59.58,Others,6.33
1-Mar-22,641001,53.67,Others,8.73
1-Mar-22,160017,39.07,Others,9.15
1-Mar-22,122001,29.79,Others,6.75
1-Mar-22,492001,18.74,Others,7.7
1-Apr-22,400001,324.26,Others,7.22
1-Apr-22,110001,273.63,Others,5.86
1-Apr-22,700001,251.67,Others,6.4
1-Apr-22,560001,221.33,Others,7.79
1-Apr-22,600001,188.91,Others,7.67
1-Apr-22,500001,168.41,Others,8.82
1-Apr-22,411001,160.04,Others,6.47
1-Apr-22,380001,124.68,Others,6.64
1-Apr-22,302001,89.54,Others,7.06
1-Apr-22,226001,76.57,Others,6.33
1-Apr-22,800008,63.18,Others,5.77
1-Apr-22,641001,56.9,Others,7.11
1-Apr-22,160017,41.42,Others,7.16
1-Apr-22,122001,31.59,Others,7.16
1-Apr-22,492001,19.87,Others,7.7
1-Jun-22,400001,308,Others,7.62
1-Jun-22,110001,253.61,Others,6.66
1-Jun-22,700001,235.88,Others,8.03
1-Jun-22,560001,211.24,Others,5.54
1-Jun-22,600001,174.99,Others,7.12
1-Jun-22,500001,157.64,Others,7.46
1-Jun-22,411001,152.13,Others,8.54
1-Jun-22,380001,115.47,Others,6.62
1-Jun-22,302001,85.72,Others,6.45
1-Jun-22,226001,73.7,Others,5.41
1-Jun-22,800008,60.5,Others,7.48
1-Jun-22,641001,53.6,Others,9.11
1-Jun-22,160017,39.02,Others,8.91
1-Jun-22,122001,30.35,Others,8.06
1-Jun-22,492001,18.92,Others,6.69
1-Jul-22,400001,348.85,Others,5.76
1-Jul-22,110001,287.25,Others,7.34
1-Jul-22,700001,267.16,Others,7.83
1-Jul-22,560001,239.26,Others,7.56
1-Jul-22,600001,198.2,Others,8.2
1-Jul-22,500001,178.56,Others,6.28
1-Jul-22,411001,172.31,Others,7.6
1-Jul-22,380001,130.79,Others,8.18
1-Jul-22,302001,97.09,Others,6.24
1-Jul-22,226001,83.47,Others,5.73
1-Jul-22,800008,68.52,Others,7.77
1-Jul-22,641001,60.71,Others,7.56
1-Jul-22,160017,44.19,Others,9.01
1-Jul-22,122001,34.37,Others,8.72
1-Jul-22,492001,21.43,Others,6.63
1-Aug-22,400001,333.45,Others,7.35
1-Aug-22,110001,274.57,Others,8.29
1-Aug-22,700001,255.37,Others,7.28
1-Aug-22,560001,228.7,Others,6.95
1-Aug-22,600001,189.45,Others,6.21
1-Aug-22,500001,170.67,Others,6.87
1-Aug-22,411001,164.7,Others,7.48
1-Aug-22,380001,125.02,Others,7.11
1-Aug-22,302001,92.8,Others,5.54
1-Aug-22,226001,79.79,Others,7.94
1-Aug-22,800008,65.5,Others,6.4
1-Aug-22,641001,58.03,Others,8.91
1-Aug-22,160017,42.24,Others,9.27
1-Aug-22,122001,32.85,Others,6.84
1-Aug-22,492001,20.48,Others,7.79
1-Sep-22,400001,349.97,Others,7.36
